Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Viêm gan A,Đau khớp,Nôn,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Tiêu chảy,Sốt nhẹ,Vàng mắt,Đau cơ,,,,,,
Viêm gan A,Đau khớp,Nôn,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Tiêu chảy,Sốt nhẹ,Vàng mắt,Đau cơ,,,,,,
Viêm gan A,Nôn,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Tiêu chảy,Sốt nhẹ,Vàng mắt,Đau cơ,,,,,,,
Viêm gan A,Đau khớp,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Tiêu chảy,Sốt nhẹ,Vàng mắt,Đau cơ,,,,,,,
Viêm gan A,Đau khớp,Nôn,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Tiêu chảy,Sốt nhẹ,Vàng mắt,Đau cơ,,,,,,,
Viêm gan A,Đau khớp,Nôn,Vàng da,Buồn nôn,Chán ăn,Đau bụng,Tiêu chảy,Sốt nhẹ,Vàng mắt,Đau cơ,,,,,,,
Viêm gan A,Đau khớp,Nôn,Vàng da,Nước tiểu sẫm màu,Chán ăn,Đau bụng,Tiêu chảy,Sốt nhẹ,Vàng mắt,Đau cơ,,,,,,,
Viêm gan A,Đau khớp,Nôn,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Đau bụng,Tiêu chảy,Sốt nhẹ,Vàng mắt,Đau cơ,,,,,,,
Viêm gan A,Đau khớp,Nôn,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Tiêu chảy,Sốt nhẹ,Vàng mắt,Đau cơ,,,,,,,
Viêm gan A,Đau khớp,Nôn,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Sốt nhẹ,Vàng mắt,Đau cơ,,,,,,,
Viêm gan B,Ngứa,Mệt mỏi,Uể oải,Vàng da,Nước tiểu sẫm màu,Chán ăn,Đau bụng,Nước tiểu vàng,Vàng mắt,Khó chịu toàn thân,Truyền máu,Tiêm chích không vô trùng,,,,,
Viêm gan B,Ngứa,Mệt mỏi,Uể oải,Vàng da,Nước tiểu sẫm màu,Chán ăn,Đau bụng,Nước tiểu vàng,Vàng mắt,Khó chịu toàn thân,Truyền máu,Tiêm chích không vô trùng,,,,,
Viêm gan B,Mệt mỏi,Uể oải,Vàng da,Nước tiểu sẫm màu,Chán ăn,Đau bụng,Nước tiểu vàng,Vàng mắt,Khó chịu toàn thân,Truyền máu,Tiêm chích không vô trùng,,,,,,
Viêm gan B,Ngứa,Uể oải,Vàng da,Nước tiểu sẫm màu,Chán ăn,Đau bụng,Nước tiểu vàng,Vàng mắt,Khó chịu toàn thân,Truyền máu,Tiêm chích không vô trùng,,,,,,
Viêm gan B,Ngứa,Mệt mỏi,Vàng da,Nước tiểu sẫm màu,Chán ăn,Đau bụng,Nước tiểu vàng,Vàng mắt,Khó chịu toàn thân,Truyền máu,Tiêm chích không vô trùng,,,,,,
Viêm gan B,Ngứa,Mệt mỏi,Uể oải,Nước tiểu sẫm màu,Chán ăn,Đau bụng,Nước tiểu vàng,Vàng mắt,Khó chịu toàn thân,Truyền máu,Tiêm chích không vô trùng,,,,,,
Viêm gan B,Ngứa,Mệt mỏi,Uể oải,Vàng da,Chán ăn,Đau bụng,Nước tiểu vàng,Vàng mắt,Khó chịu toàn thân,Truyền máu,Tiêm chích không vô trùng,,,,,,
Viêm gan B,Ngứa,Mệt mỏi,Uể oải,Vàng da,Nước tiểu sẫm màu,Đau bụng,Nước tiểu vàng,Vàng mắt,Khó chịu toàn thân,Truyền máu,Tiêm chích không vô trùng,,,,,,
Viêm gan B,Ngứa,Mệt mỏi,Uể oải,Vàng da,Nước tiểu sẫm màu,Chán ăn,Nước tiểu vàng,Vàng mắt,Khó chịu toàn thân,Truyền máu,Tiêm chích không vô trùng,,,,,,
Viêm gan B,Ngứa,Mệt mỏi,Uể oải,Vàng da,Nước tiểu sẫm màu,Chán ăn,Đau bụng,Vàng mắt,Khó chịu toàn thân,Truyền máu,Tiêm chích không vô trùng,,,,,,
Viêm gan C,Mệt mỏi,Vàng da,Buồn nôn,Chán ăn,Tiền sử gia đình,,,,,,,,,,,,
Viêm gan C,Mệt mỏi,Vàng da,Buồn nôn,Chán ăn,Vàng mắt,Tiền sử gia đình,,,,,,,,,,,
Viêm gan C,Vàng da,Buồn nôn,Chán ăn,Vàng mắt,Tiền sử gia đình,,,,,,,,,,,,
Viêm gan C,Mệt mỏi,Buồn nôn,Chán ăn,Vàng mắt,Tiền sử gia đình,,,,,,,,,,,,
Viêm gan C,Mệt mỏi,Vàng da,Chán ăn,Vàng mắt,Tiền sử gia đình,,,,,,,,,,,,
Viêm gan C,Mệt mỏi,Vàng da,Buồn nôn,Vàng mắt,Tiền sử gia đình,,,,,,,,,,,,
Viêm gan C,Mệt mỏi,Vàng da,Buồn nôn,Chán ăn,Tiền sử gia đình,,,,,,,,,,,,
Viêm gan C,Mệt mỏi,Vàng da,Buồn nôn,Chán ăn,Vàng mắt,,,,,,,,,,,,
Viêm gan C,Mệt mỏi,Vàng da,Buồn nôn,Chán ăn,Vàng mắt,Tiền sử gia đình,,,,,,,,,,,
Viêm gan C,Mệt mỏi,Vàng da,Buồn nôn,Chán ăn,Vàng mắt,Tiền sử gia đình,,,,,,,,,,,
Viêm gan D,Đau khớp,Nôn,Mệt mỏi,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,,,,,,,,
Viêm gan D,Nôn,Mệt mỏi,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,,,,,,,,,
Viêm gan D,Đau khớp,Mệt mỏi,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,,,,,,,,,
Viêm gan D,Đau khớp,Nôn,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,,,,,,,,,
Viêm gan D,Đau khớp,Nôn,Mệt mỏi,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,,,,,,,,,
Viêm gan D,Đau khớp,Nôn,Mệt mỏi,Vàng da,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,,,,,,,,,
Viêm gan D,Đau khớp,Nôn,Mệt mỏi,Vàng da,Nước tiểu sẫm màu,Chán ăn,Đau bụng,Vàng mắt,,,,,,,,,
Viêm gan D,Đau khớp,Nôn,Mệt mỏi,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Đau bụng,Vàng mắt,,,,,,,,,
Viêm gan D,Đau khớp,Nôn,Mệt mỏi,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Vàng mắt,,,,,,,,,
Viêm gan D,Đau khớp,Nôn,Mệt mỏi,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,,,,,,,,,
Viêm gan E,Đau khớp,Nôn,Mệt mỏi,Sốt cao,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,Hôn mê,Xuất huyết dạ dày,,,,,
Viêm gan E,Đau khớp,Nôn,Mệt mỏi,Sốt cao,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,Suy gan cấp tính,Hôn mê,Xuất huyết dạ dày,,,,
Viêm gan E,Đau khớp,Nôn,Mệt mỏi,Sốt cao,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,Suy gan cấp tính,Hôn mê,Xuất huyết dạ dày,,,,
Viêm gan E,Nôn,Mệt mỏi,Sốt cao,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,Suy gan cấp tính,Hôn mê,Xuất huyết dạ dày,,,,,
Viêm gan E,Đau khớp,Mệt mỏi,Sốt cao,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,Suy gan cấp tính,Hôn mê,Xuất huyết dạ dày,,,,,
Viêm gan E,Đau khớp,Nôn,Sốt cao,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,Suy gan cấp tính,Hôn mê,Xuất huyết dạ dày,,,,,
Viêm gan E,Đau khớp,Nôn,Mệt mỏi,Vàng da,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,Suy gan cấp tính,Hôn mê,Xuất huyết dạ dày,,,,,
Viêm gan E,Đau khớp,Nôn,Mệt mỏi,Sốt cao,Nước tiểu sẫm màu,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,Suy gan cấp tính,Hôn mê,Xuất huyết dạ dày,,,,,
Viêm gan E,Đau khớp,Nôn,Mệt mỏi,Sốt cao,Vàng da,Buồn nôn,Chán ăn,Đau bụng,Vàng mắt,Suy gan cấp tính,Hôn mê,Xuất huyết dạ dày,,,,,
Viêm gan E,Đau khớp,Nôn,Mệt mỏi,Sốt cao,Vàng da,Nước tiểu sẫm màu,Chán ăn,Đau bụng,Vàng mắt,Suy gan cấp tính,Hôn mê,Xuất huyết dạ dày,,,,,
Viêm gan do rượu,Nôn,Vàng da,Đau bụng,Chướng bụng,Đầy hơi,Tiền sử uống rượu,Quá tải dịch,,,,,,,,,,
Viêm gan do rượu,Nôn,Vàng da,Đau bụng,Chướng bụng,Đầy hơi,Tiền sử uống rượu,Quá tải dịch,,,,,,,,,,
Viêm gan do rượu,Vàng da,Đau bụng,Chướng bụng,Đầy hơi,Tiền sử uống rượu,Quá tải dịch,,,,,,,,,,,
Viêm gan do rượu,Nôn,Đau bụng,Chướng bụng,Đầy hơi,Tiền sử uống rượu,Quá tải dịch,,,,,,,,,,,
Viêm gan do rượu,Nôn,Vàng da,Chướng bụng,Đầy hơi,Tiền sử uống rượu,Quá tải dịch,,,,,,,,,,,
Viêm gan do rượu,Nôn,Vàng da,Đau bụng,Đầy hơi,Tiền sử uống rượu,Quá tải dịch,,,,,,,,,,,
Viêm gan do rượu,Nôn,Vàng da,Đau bụng,Chướng bụng,Tiền sử uống rượu,Quá tải dịch,,,,,,,,,,,
Viêm gan do rượu,Nôn,Vàng da,Đau bụng,Chướng bụng,Đầy hơi,Quá tải dịch,,,,,,,,,,,
Viêm gan do rượu,Nôn,Vàng da,Đau bụng,Chướng bụng,Đầy hơi,Tiền sử uống rượu,,,,,,,,,,,
Viêm gan do rượu,Nôn,Vàng da,Đau bụng,Chướng bụng,Đầy hơi,Tiền sử uống rượu,Quá tải dịch,,,,,,,,,,
Bệnh lao,Ớn lạnh,Nôn,Mệt mỏi,Sút cân,Ho,Sốt cao,Khó thở,Đổ mồ hôi,Chán ăn,Sốt nhẹ,Vàng mắt,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Đau ngực,Ho ra máu,
Bệnh lao,Ớn lạnh,Nôn,Mệt mỏi,Sút cân,Ho,Sốt cao,Khó thở,Đổ mồ hôi,Chán ăn,Sốt nhẹ,Vàng mắt,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Đau ngực,Ho ra máu,
Bệnh lao,Nôn,Mệt mỏi,Sút cân,Ho,Sốt cao,Khó thở,Đổ mồ hôi,Chán ăn,Sốt nhẹ,Vàng mắt,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Đau ngực,Ho ra máu,,
Bệnh lao,Ớn lạnh,Mệt mỏi,Sút cân,Ho,Sốt cao,Khó thở,Đổ mồ hôi,Chán ăn,Sốt nhẹ,Vàng mắt,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Đau ngực,Ho ra máu,,
Bệnh lao,Ớn lạnh,Nôn,Sút cân,Ho,Sốt cao,Khó thở,Đổ mồ hôi,Chán ăn,Sốt nhẹ,Vàng mắt,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Đau ngực,Ho ra máu,,
Bệnh lao,Ớn lạnh,Nôn,Mệt mỏi,Ho,Sốt cao,Khó thở,Đổ mồ hôi,Chán ăn,Sốt nhẹ,Vàng mắt,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Đau ngực,Ho ra máu,,
Bệnh lao,Ớn lạnh,Nôn,Mệt mỏi,Sút cân,Sốt cao,Khó thở,Đổ mồ hôi,Chán ăn,Sốt nhẹ,Vàng mắt,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Đau ngực,Ho ra máu,,
Bệnh lao,Ớn lạnh,Nôn,Mệt mỏi,Sút cân,Ho,Khó thở,Đổ mồ hôi,Chán ăn,Sốt nhẹ,Vàng mắt,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Đau ngực,Ho ra máu,,
Bệnh lao,Ớn lạnh,Nôn,Mệt mỏi,Sút cân,Ho,Sốt cao,Đổ mồ hôi,Chán ăn,Sốt nhẹ,Vàng mắt,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Đau ngực,Ho ra máu,,
Bệnh lao,Ớn lạnh,Nôn,Mệt mỏi,Sút cân,Ho,Sốt cao,Khó thở,Chán ăn,Sốt nhẹ,Vàng mắt,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Đau ngực,Ho ra máu,,
Cảm lạnh thông thường,Hắt hơi liên tục,Ớn lạnh,Mệt mỏi,Ho,Sốt cao,Đau đầu,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Kích ứng cổ họng,Đỏ mắt,Nghẹt xoang,Sổ mũi,Nghẹt mũi,Đau ngực,Mất khứu giác,Đau cơ
Cảm lạnh thông thường,Hắt hơi liên tục,Ớn lạnh,Mệt mỏi,Ho,Sốt cao,Đau đầu,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Kích ứng cổ họng,Đỏ mắt,Nghẹt xoang,Sổ mũi,Nghẹt mũi,Đau ngực,Mất khứu giác,Đau cơ
Cảm lạnh thông thường,Ớn lạnh,Mệt mỏi,Ho,Sốt cao,Đau đầu,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Kích ứng cổ họng,Đỏ mắt,Nghẹt xoang,Sổ mũi,Nghẹt mũi,Đau ngực,Mất khứu giác,Đau cơ,
Cảm lạnh thông thường,Hắt hơi liên tục,Mệt mỏi,Ho,Sốt cao,Đau đầu,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Kích ứng cổ họng,Đỏ mắt,Nghẹt xoang,Sổ mũi,Nghẹt mũi,Đau ngực,Mất khứu giác,Đau cơ,
Cảm lạnh thông thường,Hắt hơi liên tục,Ớn lạnh,Ho,Sốt cao,Đau đầu,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Kích ứng cổ họng,Đỏ mắt,Nghẹt xoang,Sổ mũi,Nghẹt mũi,Đau ngực,Mất khứu giác,Đau cơ,
Cảm lạnh thông thường,Hắt hơi liên tục,Ớn lạnh,Mệt mỏi,Sốt cao,Đau đầu,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Kích ứng cổ họng,Đỏ mắt,Nghẹt xoang,Sổ mũi,Nghẹt mũi,Đau ngực,Mất khứu giác,Đau cơ,
Cảm lạnh thông thường,Hắt hơi liên tục,Ớn lạnh,Mệt mỏi,Ho,Đau đầu,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Kích ứng cổ họng,Đỏ mắt,Nghẹt xoang,Sổ mũi,Nghẹt mũi,Đau ngực,Mất khứu giác,Đau cơ,
Cảm lạnh thông thường,Hắt hơi liên tục,Ớn lạnh,Mệt mỏi,Ho,Sốt cao,Hạch bạch huyết sưng to,Khó chịu toàn thân,Khạc đờm,Kích ứng cổ họng,Đỏ mắt,Nghẹt xoang,Sổ mũi,Nghẹt mũi,Đau ngực,Mất khứu giác,Đau cơ,
Cảm lạnh thông thường,Hắt hơi liên tục,Ớn lạnh,Mệt mỏi,Ho,Sốt cao,Đau đầu,Khó chịu toàn thân,Khạc đờm,Kích ứng cổ họng,Đỏ mắt,Nghẹt xoang,Sổ mũi,Nghẹt mũi,Đau ngực,Mất khứu giác,Đau cơ,
Cảm lạnh thông thường,Hắt hơi liên tục,Ớn lạnh,Mệt mỏi,Ho,Sốt cao,Đau đầu,Hạch bạch huyết sưng to,Khạc đờm,Kích ứng cổ họng,Đỏ mắt,Nghẹt xoang,Sổ mũi,Nghẹt mũi,Đau ngực,Mất khứu giác,Đau cơ,
Viêm phổi,Ớn lạnh,Mệt mỏi,Ho,Sốt cao,Khó thở,Đổ mồ hôi,Khó chịu toàn thân,Đau ngực,Nhịp tim nhanh,Đờm màu rỉ sắt,,,,,,,
Viêm phổi,Ớn lạnh,Mệt mỏi,Ho,Sốt cao,Khó thở,Đổ mồ hôi,Khó chịu toàn thân,Khạc đờm,Đau ngực,Nhịp tim nhanh,Đờm màu rỉ sắt,,,,,,
Viêm phổi,Ớn lạnh,Mệt mỏi,Ho,Sốt cao,Khó thở,Đổ mồ hôi,Khó chịu toàn thân,Khạc đờm,Đau ngực,Nhịp tim nhanh,Đờm màu rỉ sắt,,,,,,
Viêm phổi,Mệt mỏi,Ho,Sốt cao,Khó thở,Đổ mồ hôi,Khó chịu toàn thân,Khạc đờm,Đau ngực,Nhịp tim nhanh,Đờm màu rỉ sắt,,,,,,,
Viêm phổi,Ớn lạnh,Ho,Sốt cao,Khó thở,Đổ mồ hôi,Khó chịu toàn thân,Khạc đờm,Đau ngực,Nhịp tim nhanh,Đờm màu rỉ sắt,,,,,,,
Viêm phổi,Ớn lạnh,Mệt mỏi,Sốt cao,Khó thở,Đổ mồ hôi,Khó chịu toàn thân,Khạc đờm,Đau ngực,Nhịp tim nhanh,Đờm màu rỉ sắt,,,,,,,
Viêm phổi,Ớn lạnh,Mệt mỏi,Ho,Khó thở,Đổ mồ hôi,Khó chịu toàn thân,Khạc đờm,Đau ngực,Nhịp tim nhanh,Đờm màu rỉ sắt,,,,,,,
Viêm phổi,Ớn lạnh,Mệt mỏi,Ho,Sốt cao,Đổ mồ hôi,Khó chịu toàn thân,Khạc đờm,Đau ngực,Nhịp tim nhanh,Đờm màu rỉ sắt,,,,,,,
Viêm phổi,Ớn lạnh,Mệt mỏi,Ho,Sốt cao,Khó thở,Khó chịu toàn thân,Khạc đờm,Đau ngực,Nhịp tim nhanh,Đờm màu rỉ sắt,,,,,,,
Viêm phổi,Ớn lạnh,Mệt mỏi,Ho,Sốt cao,Khó thở,Đổ mồ hôi,Khạc đờm,Đau ngực,Nhịp tim nhanh,Đờm màu rỉ sắt,,,,,,,
Trĩ,Táo bón,Đau khi đại tiện,Đau vùng hậu môn,Phân có máu,Kích ứng hậu môn,,,,,,,,,,,,
Trĩ,Táo bón,Đau khi đại tiện,Đau vùng hậu môn,Phân có máu,Kích ứng hậu môn,,,,,,,,,,,,
Trĩ,Táo bón,Đau khi đại tiện,Đau vùng hậu môn,Phân có máu,Kích ứng hậu môn,,,,,,,,,,,,
Trĩ,Đau khi đại tiện,Đau vùng hậu môn,Phân có máu,Kích ứng hậu môn,,,,,,,,,,,,,
Trĩ,Táo bón,Đau vùng hậu môn,Phân có máu,Kích ứng hậu môn,,,,,,,,,,,,,
Trĩ,Táo bón,Đau khi đại tiện,Phân có máu,Kích ứng hậu môn,,,,,,,,,,,,,
Trĩ,Táo bón,Đau khi đại tiện,Đau vùng hậu môn,Kích ứng hậu môn,,,,,,,,,,,,,
Trĩ,Táo bón,Đau khi đại tiện,Đau vùng hậu môn,Phân có máu,,,,,,,,,,,,,
Trĩ,Táo bón,Đau khi đại tiện,Đau vùng hậu môn,Phân có máu,Kích ứng hậu môn,,,,,,,,,,,,
Trĩ,Táo bón,Đau khi đại tiện,Đau vùng hậu môn,Phân có máu,Kích ứng hậu môn,,,,,,,,,,,,
Đau tim,Nôn,Khó thở,Đổ mồ hôi,Đau ngực,,,,,,,,,,,,,
Đau tim,Nôn,Khó thở,Đổ mồ hôi,Đau ngực,,,,,,,,,,,,,
Đau tim,Khó thở,Đổ mồ hôi,Đau ngực,,,,,,,,,,,,,,
Đau tim,Nôn,Đổ mồ hôi,Đau ngực,,,,,,,,,,,,,,
Đau tim,Nôn,Khó thở,Đau ngực,,,,,,,,,,,,,,
Đau tim,Nôn,Khó thở,Đổ mồ hôi,,,,,,,,,,,,,,
Đau tim,Nôn,Khó thở,Đổ mồ hôi,Đau ngực,,,,,,,,,,,,,
Đau tim,Khó thở,Đổ mồ hôi,Đau ngực,,,,,,,,,,,,,,
Đau tim,Nôn,Đổ mồ hôi,Đau ngực,,,,,,,,,,,,,,
Đau tim,Nôn,Khó thở,Đau ngực,,,,,,,,,,,,,,
Suy giãn tĩnh mạch,Mệt mỏi,Chuột rút,Bầm tím,Béo phì,Phù chân,Giãn mạch máu,Tĩnh mạch chân nổi rõ,,,,,,,,,,
Suy giãn tĩnh mạch,Mệt mỏi,Chuột rút,Bầm tím,Béo phì,Phù chân,Giãn mạch máu,Tĩnh mạch chân nổi rõ,,,,,,,,,,
Suy giãn tĩnh mạch,Chuột rút,Bầm tím,Béo phì,Phù chân,Giãn mạch máu,Tĩnh mạch chân nổi rõ,,,,,,,,,,,
Suy giãn tĩnh mạch,Mệt mỏi,Bầm tím,Béo phì,Phù chân,Giãn mạch máu,Tĩnh mạch chân nổi rõ,,,,,,,,,,,
Suy giãn tĩnh mạch,Mệt mỏi,Chuột rút,Béo phì,Phù chân,Giãn mạch máu,Tĩnh mạch chân nổi rõ,,,,,,,,,,,
Suy giãn tĩnh mạch,Mệt mỏi,Chuột rút,Bầm tím,Phù chân,Giãn mạch máu,Tĩnh mạch chân nổi rõ,,,,,,,,,,,
Suy giãn tĩnh mạch,Mệt mỏi,Chuột rút,Bầm tím,Béo phì,Giãn mạch máu,Tĩnh mạch chân nổi rõ,,,,,,,,,,,
Suy giãn tĩnh mạch,Mệt mỏi,Chuột rút,Bầm tím,Béo phì,Phù chân,Tĩnh mạch chân nổi rõ,,,,,,,,,,,
Suy giãn tĩnh mạch,Mệt mỏi,Chuột rút,Bầm tím,Béo phì,Phù chân,Giãn mạch máu,,,,,,,,,,,
Suy giãn tĩnh mạch,Mệt mỏi,Chuột rút,Bầm tím,Béo phì,Phù chân,Tĩnh mạch chân nổi rõ,,,,,,,,,,,
Suy giáp,Mệt mỏi,Tăng cân,Tay chân lạnh,Thay đổi tâm trạng,Uể oải,Chóng mặt,Mặt và mắt sưng húp,Tuyến giáp phì đại,Móng giòn,Chi phù,Trầm cảm,Dễ cáu gắt,Kinh nguyệt bất thường,,,,
Suy giáp,Mệt mỏi,Tăng cân,Tay chân lạnh,Thay đổi tâm trạng,Uể oải,Chóng mặt,Mặt và mắt sưng húp,Tuyến giáp phì đại,Móng giòn,Chi phù,Trầm cảm,Dễ cáu gắt,Kinh nguyệt bất thường,,,,
Suy giáp,Tăng cân,Tay chân lạnh,Thay đổi tâm trạng,Uể oải,Chóng mặt,Mặt và mắt sưng húp,Tuyến giáp phì đại,Móng giòn,Chi phù,Trầm cảm,Dễ cáu gắt,Kinh nguyệt bất thường,,,,,
Suy giáp,Tăng cân,Tay chân lạnh,Thay đổi tâm trạng,Uể oải,Chóng mặt,Mặt và mắt sưng húp,Tuyến giáp phì đại,Móng giòn,Chi phù,Trầm cảm,Dễ cáu gắt,Kinh nguyệt bất thường,,,,,
Suy giáp,Mệt mỏi,Tay chân lạnh,Thay đổi tâm trạng,Uể oải,Chóng mặt,Mặt và mắt sưng húp,Tuyến giáp phì đại,Móng giòn,Chi phù,Trầm cảm,Dễ cáu gắt,Kinh nguyệt bất thường,,,,,
Suy giáp,Mệt mỏi,Tăng cân,Thay đổi tâm trạng,Uể oải,Chóng mặt,Mặt và mắt sưng húp,Tuyến giáp phì đại,Móng giòn,Chi phù,Trầm cảm,Dễ cáu gắt,Kinh nguyệt bất thường,,,,,
Suy giáp,Mệt mỏi,Tăng cân,Tay chân lạnh,Uể oải,Chóng mặt,Mặt và mắt sưng húp,Tuyến giáp phì đại,Móng giòn,Chi phù,Trầm cảm,Dễ cáu gắt,Kinh nguyệt bất thường,,,,,
Suy giáp,Mệt mỏi,Tăng cân,Tay chân lạnh,Thay đổi tâm trạng,Chóng mặt,Mặt và mắt sưng húp,Tuyến giáp phì đại,Móng giòn,Chi phù,Trầm cảm,Dễ cáu gắt,Kinh nguyệt bất thường,,,,,
Suy giáp,Mệt mỏi,Tăng cân,Tay chân lạnh,Thay đổi tâm trạng,Uể oải,Mặt và mắt sưng húp,Tuyến giáp phì đại,Móng giòn,Chi phù,Trầm cảm,Dễ cáu gắt,Kinh nguyệt bất thường,,,,,
Suy giáp,Mệt mỏi,Tăng cân,Tay chân lạnh,Thay đổi tâm trạng,Uể oải,Chóng mặt,Tuyến giáp phì đại,Móng giòn,Chi phù,Trầm cảm,Dễ cáu gắt,Kinh nguyệt bất thường,,,,,
Cường giáp,Mệt mỏi,Thay đổi tâm trạng,Sút cân,Bồn chồn,Đổ mồ hôi,Tiêu chảy,Nhịp tim nhanh,Đói quá mức,Yếu cơ,Dễ cáu gắt,Kinh nguyệt bất thường,,,,,,
Cường giáp,Mệt mỏi,Thay đổi tâm trạng,Sút cân,Bồn chồn,Đổ mồ hôi,Tiêu chảy,Nhịp tim nhanh,Đói quá mức,Yếu cơ,Dễ cáu gắt,Kinh nguyệt bất thường,,,,,,
Cường giáp,Thay đổi tâm trạng,Sút cân,Bồn chồn,Đổ mồ hôi,Tiêu chảy,Nhịp tim nhanh,Đói quá mức,Yếu cơ,Dễ cáu gắt,Kinh nguyệt bất thường,,,,,,,
Cường giáp,Mệt mỏi,Sút cân,Bồn chồn,Đổ mồ hôi,Tiêu chảy,Nhịp tim nhanh,Đói quá mức,Yếu cơ,Dễ cáu gắt,Kinh nguyệt bất thường,,,,,,,
Cường giáp,Mệt mỏi,Thay đổi tâm trạng,Bồn chồn,Đổ mồ hôi,Tiêu chảy,Nhịp tim nhanh,Đói quá mức,Yếu cơ,Dễ cáu gắt,Kinh nguyệt bất thường,,,,,,,
Cường giáp,Mệt mỏi,Thay đổi tâm trạng,Sút cân,Đổ mồ hôi,Tiêu chảy,Nhịp tim nhanh,Đói quá mức,Yếu cơ,Dễ cáu gắt,Kinh nguyệt bất thường,,,,,,,
Cường giáp,Mệt mỏi,Thay đổi tâm trạng,Sút cân,Bồn chồn,Tiêu chảy,Nhịp tim nhanh,Đói quá mức,Yếu cơ,Dễ cáu gắt,Kinh nguyệt bất thường,,,,,,,
Cường giáp,Mệt mỏi,Thay đổi tâm trạng,Sút cân,Bồn chồn,Đổ mồ hôi,Nhịp tim nhanh,Đói quá mức,Yếu cơ,Dễ cáu gắt,Kinh nguyệt bất thường,,,,,,,
Cường giáp,Mệt mỏi,Thay đổi tâm trạng,Sút cân,Bồn chồn,Đổ mồ hôi,Tiêu chảy,Đói quá mức,Yếu cơ,Dễ cáu gắt,Kinh nguyệt bất thường,,,,,,,
Cường giáp,Mệt mỏi,Thay đổi tâm trạng,Sút cân,Bồn chồn,Đổ mồ hôi,Tiêu chảy,Nhịp tim nhanh,Yếu cơ,Dễ cáu gắt,Kinh nguyệt bất thường,,,,,,,
